Base Word,Level
the germ of sth,C2
the girls,B1
the globe,C2
the ground,B1
the ground floor,B1
the headlines,B2
the heart of sth,B1
the height of sth,C2
the hell,B2
the home of sth/sb,C1
the homeless,C1
the idea of sth,C2
the ins and outs of sth,C2
the Internet,A1
the jury is (still) out,C2
the labour market,C1
the last,B2
the last minute,B2
the last of sth,C2
"the last person/thing, etc.",B2
the last sb heard/saw of sb,C2
the latter,B2
the law,B2
the leadership,C1
the length and breadth of sth,C2
the look of sb/sth,B2
the main thing,B2
the matter,A2
the media,B2
the merest,C2
the middle,A2
the middle class,C1
the military,C1
the minute (that),C2
the moment (that),C2
the moon,A2
the naked eye,C2
the net,A2
the news,B1
the next best thing,C1
the next thing I knew,C2
the nineties,B2
the norm,C1
the north,A2
the object of sth,C1
the odd,C2
the old days,C1
the opposite sex,C1
the opposition,C1
the other day,B1
"the other day/week, etc.",B1
the other side/end (of sth),B1
the other way round/around,B2
the outside,B2
the passive,B1
the past,A2
the people,C1
the perfect (tense),B2
the point,B2
the poor,C1
the present,A1
the press,B2
the pros and cons,B2
the prosecution,C2
the public,B1
the radio,A1
the ratings,C2
the reality/realities of sth,B2
the rear,C1
the rest,A2
the reverse,C2
the rich,C1
the Right/right,C2
the root of sth,C1
the sack,B2
the same,A1
"the same old arguments/face/story, etc.",C1
the same thing,B1
the seaside,B1
the second person,B2
the secret,B2
the seventies,B2
the sight of sb/sth,B2
the sights,B1
the sixties,B2
the sound of sth,C2
the south,A2
the spotlight,C2
the substance of sth,C2
the supernatural,B2
the tail end of sth,C2
the thing is...,B2
the third person,B2
the thirties,B2
the throne,C2
the top,C2
the trouble with sb/sth,B2
the truth,B1
the tube/the Tube,B1
the turn of the century,C2
the twenties,B2
the underground,A2
the unemployed,C1
the universe,B1
the unknown,C1
the upper class,C1
the upper limit,C2
the use of sth,C2
the vote,C1
the Web,A2
"the weekend/week/Thursday, etc. after next",B2
the west,A2
the wheel,B2
the whole of sth,B1
the whole thing,B2
the working class,C1
the young,B2
theatre,A2
theft,B2
their,A1
theirs,A2
them,A1
theme,B2
themselves,A2
then,A1
then/there again,C2
theoretical,C2
theoretically,C2
theory,B2
therapeutic,C1
therapist,C1
therapy,B2
there,A1
"There is/are/was, etc.",A1
"there is/there are/there was, etc.",A1
There needs to be sth,C2
thereafter,C2
thereby,C1
therefore,B1
there's no doubt,B1
there's no harm in doing sth,C1
thermometer,B2
these,A1
these days,A2
thesis,B2
they,A1
thick,B1
thick and fast,C2
thief,B1
thigh,B2
thin,A2
thing,A1
things,A1
things like that,B1
think,A1
think ahead,C2
think back,C2
think highly/a lot of sb/sth,C2
think of sb/sth as sth,C1
think of sth,B1
think over sth or think sth over,B2
think through sth or think sth through,B2
think twice,C1
thinker,C2
third,A2
thirst,B2
thirsty,A2
thirteen,A1
thirty,A2
this,A1
this and that,C2
thorough,B2
thoroughly,B2
those,A1
those who/which/that,B2
though,B1
thought,B1
thoughtful,B2
thoughtfully,C2
thoughtless,C2
thousand,A2
thousands,B2
thread,C2
thread a needle,C2
"thread your way through/between, etc.",C2
threat,B2
threaten,B2
three,A1
"three/eight/nine, etc. times",B1
threshold,C2
thrill,C1
thrilled,B2
thriller,B1
thrilling,B2
thrive,C1
thriving,C2
throat,B1
throne,C2
through,A2
through thick and thin,C2
throughout,B2
throw,A2
throw away/out sth or throw sth away/out,B1
throw caution to the wind,C2
throw in the towel,C2
throw out sb or throw sb out,B2
throw sb in at the deep end,C2
"throw sth around/down/on, etc.",C2
"throw sth in/on, etc.",C1
throw up (sth) or throw (sth) up,B2
throw yourself into sth,C1
thumb,B1
thunder,B1
thunderstorm,A2
Thursday,A1
thus,B2
tick,B1
ticket,A1
tide,B2
tidy,A2
tidy up (sth) or tidy (sth) up,B1
tie,A2
tie the knot,C2
tie up sb/sth or tie sb/sth up,B2
ties,C2
tiger,B1
tight,B1
tighten,B2
tighten your belt,C2
tightly,B2
tights,A2
till,A2
timber,C2
time,A1
time after time,C2
time-consuming,C1
times,B2
timetable,A2
timid,C2
timing,B2
tin,B1
tiny,B1
tip,B1
tip sb off or tip off sb,C2
"tip sth into/onto/out of, etc. sth",C2
tire,C2
tire of sth/sb/doing sth,C2
tired,A1
tired of doing sth,B1
tiredness,B2
tiresome,C2
tiring,B1
tissue,B1
title,B1
to,A1
to (the best of) my knowledge,B2
"to a great/large, etc. extent",B2
to all intents and purposes,C2
to be honest,B1
to be precise,B2
to begin with,B1
to cap it all,C1
to cut a long story short,C1
to date,B2
to death,C2
to do so,C1
to go,C2
to make matters worse,B2
to my mind,B2
to say nothing of sth,C2
to say the least,C1
to sb's credit,C2
"to sb's disappointment/relief/surprise, etc.",C2
to sb's satisfaction,C2
to some extent/to a certain extent,B2
to spare,C1
to speak/think highly of sb/sth,C2
to start with,B2
to the contrary,C1
to the point,C2
to/till/until the bitter end,C2
toast,A2
tobacco,C1
today,A1
toddler,C2
toe,A2
toe the line,C2
toenail,B2
together,A1
toilet,A1
toilets,A2
token,C1
tolerance,C2
tolerant,C1
tolerate,B2
toll,C1
tomato,A1
tomb,B2
tomorrow,A1
ton,B2
tone,B2
tongue,B1
tonight,A1
tons of sth,B2
too,A1
too bad,B1
too much/so much,A2
"too small/hard/much, etc.",A1
tool,B2
tooth,A1
toothache,A2
toothbrush,A2
toothpaste,B1
top,A2
top sth off or top off sth,C2
topic,B1
torch,B2
tornado,B2
torrential,C2
torture,C1
toss (a coin),C1
toss and turn,C2
"toss sth away/into/on, etc.",C2
total,B1
totalitarian,C2
totally,B1
touch,B1
touch and go,C2
tough,B2
toughness,C2
tour,A2
tour guide,A2
tourism,B1
tourist,A2
tournament,B1
towards,B1
towel,A2
tower,B1
town,A1
toxic,B2
toy,A2
trace,B2
track,B1
track down sb/sth or track sb/sth down,C2
tracksuit,B1
tractor,C2
trade,B1
trader,C2
tradition,B2
traditional,B1
traditionally,B2
traffic,A2
traffic jam,B1
traffic light,A2
tragedy,B2
tragic,B2
tragically,C2
trail,B2
"trail after/behind/along, etc.",C2
train,A1
train of thought,C2
trainee,C1
trainer,A2
training,B1
trait,C2
tram,A2
tranquil,C1
tranquility,C2
transaction,C1
transfer,B1
transform,B2
transformation,C1
transition,C2
transitive,B2
translate,B1
translation,B1
transmission,C2
transmit,C1
transparent,B2
transplant,C2
transport,B1
transportation,C1
trap,B2
trash,C2
trauma,C2
traumatic,C2
travel,A1
travel agent,B1
traveller,B1
tray,B2
tread,C2
treasure,B2
treat,B2
treatment,B2
treaty,C2
tree,A1
trek,C1
trekking,B2
tremble,B2
tremendous,B2
tremendously,B2
trend,B1
trial,B2
trial and error,C2
triangle,B2
tribal,C2
tribe,B2
tribute,C2
trick,B1
tricky,B2
trigger,C1
trilogy,C2
trio,C2
trip,A2
triumph,C1
trivial,B2
trolley,B2
troops,C2
trophy,B2
tropical,B2
trouble,B1
troubled,C1
troublesome,C2
trousers,A1
truck,B1
"trudge along/through/up, etc.",C2
TRUE,A2
truly,B2
trumpet,B1
trunk,B2
trust,B1
trustworthy,C1
truth,B2
try,A2
try on sth or try sth on,A2
try out sth or try sth out,B2
T-shirt,A1
tube,B1
Tuesday,A1
tuition,C1
tuna,B1
tune,A2
tunnel,B1
turbulent,C2
turkey,B1
turmoil,C2
turn,A2
turn (sb/sth) into sb/sth,B1
turn (sth) back,B2
"turn 16/21, etc.",C1
turn a blind eye (to sth),C1
"turn blue/cold/nasty, etc.",B2
turn down sb/sth or turn sb/sth down,B2
turn down sth or turn sth down,B1
turn of events,C2
turn off sth or turn sth off,A2
turn on sth or turn sth on,A2
turn out,B2
turn over a new leaf,C2
turn to sb/sth,B2
turn up (somewhere),B2
turn up sth or turn sth up,B1
turn your back on sb/sth,C2
turn your nose up at sth,C2
turning,B1
turnover,C1
tutor,B2
TV,A1
twelve,A1
twenty,A1
twice,A2
twin,B1
twist,C1
twisted,B2
two,A1
"two weeks/five hours, etc. away",B1
"two-star/three-star, etc.",C1
type,A2
typical,B1
typically,B1
tyre,A2
ultimate,B2
ultimately,C1
umbrella,A2
unacceptable,B2
unaffected,C2
unaffordable,C1
unanimous,C2
unanimously,C2
unattainable,C2
unattractive,B2
unavailable,B2
unavoidable,C1
unavoidably,C2
unaware,B2
unbalanced,C2
unbearable,B2
unbelievable,B1
unbiased,C2
uncertain,B2
uncertainty,C1
unchanged,B2
uncle,A2
unclear,B2
uncomfortable,B1
uncomfortably,C1
uncommon,C1
unconditional,C2
unconscious,B2
unconsciously,C2
unconventional,C1
uncountable noun,B1
uncover,C1
undeniable,C1
undeniably,C2
under,A1
"under attack/control/investigation, etc.",B2
under control,B2
under your breath,C2
under your nose,C2
underdeveloped,C2
underestimate,B2
undergo,C1
underground,B2
underline,B1
underlying,C2
undermine,C2
underneath,B1
underpaid,C1
underpants,B1
understand,A1
understandable,B2
understandably,C1
understanding,B2
undertake,C1
undertake to do sth,C2
undertaking,C2
underwater,B2
underway,C2
underwear,B1
undesirable,C2
undeveloped,C2
undo,B2
undoubted,C2
undoubtedly,B2
undress,B1
undressed,B2
undue,C2
uneasy,B2
unemployed,B1
unemployment,B1
unethical,C2
uneven,C2
uneventful,C2
unexpected,B1
unexpectedly,B2
unfair,B1
unfairly,B2
unfamiliar,B2
unfashionable,B2
unfavourable,C2
unfit,B1
unfold,C1
unforeseen,C1
unforgettable,B1
unfortunate,B2
unfortunately,A2
unfriendly,B1
unhappiness,B2
unhappy,A2
unhealthy,B1
unhelpful,B2
uniform,A2
unimaginable,C2
unimportant,B1
uninhabited,C2
uninterested,B1
uninteresting,B1
union,B1
unique,B2
unit,B1
unite,C1
united,B2
unity,C1
universal,B2
universally,C1
university,A1
unjustified,C1
unkind,B1
unknown,B1
unless,B1
unlike,B2
unlikely,B1
unlimited,B2
unload,C1
unlock,B2
unlucky,B1
unmarried,C1
unnatural,B2
unnecessarily,C1
unnecessary,B1
unnoticed,C1
unpack,B1
unpaid,C1
unpleasant,B1
unpopular,B2
unprecedented,C2
unpredictable,B2
unproductive,C1
unprofessional,C1
unqualified,C1
unquestionably,C1
unreal,C1
unrealistic,B2
unreasonable,B2
unreasonably,C1
unrelated,C1
unreliable,B2
unrest,C2
unsafe,C1
unsatisfactory,B2
unscrupulous,C2
unsolved,C1
unspoiled,C1
unsuccessful,B2
unsuccessfully,C1
unsuitable,B2
unsure,B2
unsure of yourself,C2
unsustainable,C2
unthinkable,C1
untidy,B1
untie,B2
until,A1
untouched,C1
untrue,C1
unusual,A2
"unusually big/strong/good,etc.",B2
unusually for sb,C2
unwanted,C1
unwell,B1
unwilling,B2
unwillingly,C1
unwillingness,C1
unwind,C1
unwise,C2
up,A1
up and down,B2
"up the road/street, etc.",A2
"up to 10, 20, etc.",B1
up to a point,B2
up to date,B1
up to speed,C1
"up to/until/till, etc.",B1
upbringing,B2
upcoming,C1
update,B1
upgrade,B2
uphill,C2
uphold,C2
upkeep,C2
upload,B1
upon,B2
upper,B1
upper-class,C1
upright,B2
upset,A2
upset stomach,B2
upside down,B2
upstairs,A2
up-to-date,B1
upward,C1
upwards,C1
upwards of sth,C2
urban,B2
urge,C2
urge sb on,C2
urge sb to do sth,C1
urgent,B1
urgently,B1
us,A1
usage,C1
use,A1
use up sth or use sth up,B2
used to do/be sth,B1
useful,A2
usefulness,C1
useless,B1
user,B1
usual,B1
usually,A2
utmost,C1
utter,C2
utterly,C1
vacancy,C1
vacant,B2
vaccinate,C2
vaccination,C2
vaccine,C2
vague,C1
vaguely,C2
vain,C2
valid,B2
validity,C2
valley,B1
valuable,B1
value,B1
values,B2
van,B1
vandalism,C2
vanish,B2
vanish into thin air,C2
vanity,C2
variable,C1
variation,B2
varied,B2
variety,B1
various,A2
vary,B2
vase,B1
vast,B2
vegetable,A1
vegetarian,B1
vegetation,C1
vehicle,B1
veil,C1
vein,C1
velvet,C2
"vent your anger/frustration, etc.",C2
venture,C2
"venture into/out/outside, etc.",C2
venue,B2
verb,A2
verbal,C2
verdict,C2
verify,C1
versatile,C2
verse,B2
version,B2
versus,C1
vertical,C1
very,A1
very much,A1
vest,C1
vet,B1
veteran,C2
via,B1
viable,C2
vice,C2
vice versa,C1
vicious,C2
victim,B2
victory,B2
video,A2
video clip,B1
video game,A2
view,A2
viewer,B2
viewpoint,C1
village,A1
villager,C2
vine,C1
vinegar,B2
violate,C2
violence,B2
violent,B2
violently,B2
violin,A2
virgin,C2
virtual,B2
virtual reality,B2
virtually,B2
virtue,C2
virus,B1
visa,B1
visible,B2
visibly,C2
vision,B2
visit,A1
visitor,A2
visual,B2
vital,B2
vitality,C2
vitally,C2
vitamin,B2
vivacious,C2
vivid,B2
vividly,B2
vocabulary,A2
vocation,C2
vocational,C2
voice,B1
volcano,B2
volleyball,A2
volume,B1
voluntarily,C2
voluntary,C1
volunteer,B2
vomit,C2
vote,B1
voter,C2
vow,C2
vowel,B1
voyage,B2
vulnerable,C2
wage,B1
waist,B2
wait,A1
wait a minute,B1
wait a minute/moment,B1
wait a moment,B1
wait and see,C1
waiter,A1
waitress,A1
wake,B1
wake (sb) up or wake up (sb),A1
walk,A1
walk sb home/to sth,B1
walk the dog,B1
walker,C1
walking,A2
"walking/hockey, etc. stick",B1
wall,A1
wallet,A2
wander,B2
want,A1
war,A2
ward,B2
wardrobe,B1
warehouse,C2
warm,A1
warmly,B2
warmth,B2
warn,B1
warning,B1
warrior,C1
wary,C2
wash,A1
wash (sth) up or wash up (sth),A2
washing machine,A2
washing-up,A2
wasp,B2
waste,B1
watch,A1
watch out,B2
water,A1
waterfall,B1
waterproof,B2
wave,B1
way,A2
we,A1
weak,B1
weaken,C1
weakness,B2
wealth,B2
wealthy,B2
weapon,B2
wear,A1
wear (sth) out or wear out (sth),B1
wear off,B2
wear sb out or wear out sb,B2
wear thin,C2
weary,C2
weary of sth/sb,C2
weather,A1
weather forecast,B1
web,B1
web page,A2
webcam,B1
website,A1
wedding,B1
Wednesday,A1
weed,C2
week,A1
weekday,A2
weekend,A1
weekly,A2
weep,C2
weigh,B1
weight,B1
weird,B2
welcome,A2
welfare,B2
well,A1
Well done!,A1
well-balanced,B2
well-being,C1
well-built,B2
well-dressed,B1
well-educated,C1
well-equipped,C1
well-informed,C1
well-known,A2
well-off,C1
well-organized,B2
well-paid,B2
well-qualified,C1
west,A2
western,B1
wet,A2
whale,B1
what,A1
What ...for?,B2
What about ...?,A2
what does sb do?,A1
What if ...?,B1
What is sb/sth like?,A2
what struck me/the first thing that struck me...,B2
what with,C2
what/whatever became of sb/sth,C2
whatever,B1
What's up?,B1
what's/what is more,B2
wheat,B2
wheel,A2
wheelchair,B1
when,A1
when it comes to sth/doing sth,C1
whenever,B1
whenever possible,B2
where,A1
where sb stands (on sth),C2
where you stand (with sb),C2
whereabouts,C2
whereas,B2
whereby,C2
wherever,B1
wherever possible,B2
whether,B1
whether... or,B1
which,A1
whichever,B2
while,A2
whim,C2
whisky,B2
whisper,B2
whistle,B2
white,A1
who,A1
Who cares?,B2
Who would have thought...?,C2
whoever,B2
whole,A2
wholeheartedly,C2
wholly,C2
whom,B2
whose,B1
why,A1
why don't you?/ why not do sth?,A2
why not?,B1
why should/shouldn't...?,B2
wicked,C2
wide,A2
widely,B2
widen,B2
widespread,C1
widow,B2
width,B2
wield,C2
"wield influence/power, etc.",C2
wife,A1
wild,A2
wilderness,C2
wildlife,B1
wildly,B2
will,A1
will do,C1
will have,B2
willing,C2
willingly,B2
willingness,B2
willpower,C2
win,A2
"win approval/respect/support, etc.",C2
wind,A1
"wind (sth) around/round, etc. sth",B2
"wind along/through, etc.",B2
winding,B2
window,A1
windscreen,B1
windsurfing,B1
windy,A2
wine,A1
wing,B1
wink,C2
winner,A2
winter,A1
wipe,B2
"wipe sth away/from/off, etc.",B2
wipe sth out or wipe out sth,C2
wire,B2
wisdom,B2
wise,B2
wisely,C1
wish,B2
wish (that),B1
"wish sb luck/success, etc.",B1
wish to do sth,B2
wit,C1
witch,C1
with,A1
with a view to doing sth,C1
with all your heart,B2
with bated breath,C2
with flying colours,C1
with respect to sth,B2
with the aid of sth,C1
with the compliments of sb,C2
with the help of sth,B1
with your bare hands,C2
with/in reference to sth,B2
withdraw,C1
withdrawal,C2
withdrawn,C2
within,B1
within (sb's) reach,C2
within limits,C2
within reason,C2
without,A2
without (a) doubt,B2
without delay,B1
without sb,A2
withstand,C2
witness,B2
witty,B2
wolf,B2
woman,A1
wonder,B1
wonderful,A2
wood,A2
wooden,A2
woodland,C2
wool,A2
word,A1
word for word,C2
work,A1
work at sth,B2
work on sth,B2
work out,B1
work sth out or work out sth,B2
workaholic,C2
worker,A2
workforce,C1
working,B1
working-class,C1
workout,B1
workplace,C1
workshop,C1
world,A1
worldwide,B2
worm,B2
worried,A2
worry,A2
worrying,B2
worse,A2
worse and worse,B2
worsen,C1
worship,C1
worst,A2
worst of all,B2
worthless,C1
worthwhile,B2
worthy,C1
"worthy of attention/notice, etc.",C2
would,B1
would appreciate,B2
would like sth/to do sth,A1
would love sth,A2
would love sth/to do sth,A2
would love to (do sth),A2
would prefer,A2
would rather,B1
would sooner,C2
Would you like ...?,A1
Would you like...?,A1
Would you mind...?,B1
would-be,C2
wouldn't dream of doing sth,C2
wound,B2
wow,A2
wrap,B1
wrap sth up or wrap up sth,B1
wreck,C2
wreckage,C2
wretched,C2
wrinkle,C2
wrinkled,C2
wrist,B2
write,A1
write sb/sth off or write off sb/sth,C2
write sth down or write down sth,B1
write sth up or write up sth,C1
writer,B1
writing,A1
written,B1
wrong,A1
wrongly,B2
"wrongly accused/convicted/imprisoned, etc.",C1
xenophobia,C2
X-ray,B2
yacht,B2
yard,B1
yawn,B2
yeah,A2
year,A1
yearn for sth; yearn to do sth,C2
yell,B2
yellow,A1
yes,A1
"Yes, please",A1
yesterday,A1
yet,A2
yet again,B2
"yet another/more, etc.",C2
yield,C2
yoga,B1
yogurt,A2
you,A1
you can't beat sth,C2
you have to hand it to sb,C2
you know,B1
you might like/want to...,C1
You must be joking!/ You're joking!,B1
you name it,C2
you never know,B2
you see,C1
young,A1
youngster,C1
your,A1
your (fair) share of sth,C2
your best bet,C2
your big brother/sister,A2
your elders,C2
your native language/tongue,B2
your own flesh and blood,C2
your take on sth,C2
your world,A2
you're welcome,A2
yours,A2
Yours faithfully,B2
Yours sincerely,B1
"Yours truly,",B1
yourself,A2
youth,B1
zebra,B2
zero,A2
zip,B2
zone,B1
zoo,A1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
